"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","tenure_bin"
"5926","9912-GVSEQ","Female","YES","Yes","No",19,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",1469,2019,"Yes","1-2 years"
"5927","2931-FSOHN","Male","YES","No","No",5,"Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",845,5948,"No","0-1 year"
"5928","9418-RUKPH","Female","NO","Yes","Yes",32,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",333,5808,"No","2-3 years"
"5929","5383-MMTWC","Female","YES","Yes","No",71,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",1279,5003,"Yes","5-6 years"
"5930","9971-ZWPBF","Male","YES","Yes","Yes",28,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",168,3133,"No","2-3 years"
"5931","4712-AUQZO","Male","NO","No","No",10,"No","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check",475,4569,"No","0-1 year"
"5932","9711-FJTBX","Male","NO","Yes","Yes",52,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Mailed check",1316,4047,"No","4-5 years"
"5933","2908-ZTPNF","Female","NO","No","No",30,"No","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",492,490,"No","2-3 years"
"5934","7240-ETPTR","Female","NO","Yes","No",72,"No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",656,3756,"Yes","5-6 years"
"5935","2202-CUYXZ","Male","NO","No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",1296,6179,"Yes","0-1 year"
"5936","5995-OIGLP","Male","NO","No","No",4,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",796,5231,"Yes","0-1 year"
"5937","8421-WZOOW","Female","YES","Yes","Yes",53,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",1498,4614,"No","4-5 years"
"5938","6261-RCVNS","Female","NO","No","No",37,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",1089,2743,"Yes","3-4 years"
"5939","7951-QKZPL","Female","NO","Yes","Yes",27,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",387,5727,"Yes","2-3 years"
"5940","1414-YADCW","Male","NO","Yes","No",68,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",1291,4708,"No","5-6 years"
"5941","8756-RDDLT","Female","NO","No","No",65,"No","No","DSL","No","Yes","No","Yes","No","Yes","Month-to-month","No","Electronic check",609,2677,"No","5-6 years"
"5942","2862-PFNIK","Male","NO","No","Yes",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",391,2042,"No","0-1 year"
"5943","5816-QVHRX","Female","NO","No","No",31,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Credit card (automatic)",7,3069,"No","2-3 years"
"5944","4430-YHXGG","Female","NO","No","Yes",34,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",406,6171,"No","2-3 years"
"5945","6888-SBYAI","Male","NO","No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",695,4233,"No","0-1 year"
"5946","7395-XWZOY","Male","NO","No","No",13,"No","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",763,308,"No","1-2 years"
"5947","7169-YWAMK","Male","NO","Yes","Yes",70,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Bank transfer (automatic)",987,4095,"No","5-6 years"
"5948","3640-PHQXK","Female","NO","No","No",25,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",1395,2433,"Yes","2-3 years"
"5949","6877-LGWXO","Male","YES","Yes","No",10,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",1175,776,"Yes","0-1 year"
"5950","6859-RKMZJ","Male","NO","Yes","No",3,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",764,4968,"No","0-1 year"
"5951","2729-VNVAP","Female","NO","Yes","Yes",27,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",330,5165,"No","2-3 years"
"5952","2957-JIRMN","Female","YES","No","No",59,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","One year","No","Electronic check",1288,4197,"No","4-5 years"
"5953","2049-BAFNW","Female","NO","No","No",1,"No","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",511,3036,"No","0-1 year"
"5954","3842-QTGDL","Male","NO","Yes","No",8,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",1219,586,"No","0-1 year"
"5955","7163-OCEQI","Male","NO","Yes","Yes",15,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",1177,1148,"No","1-2 years"
"5956","9782-LGXMC","Female","NO","Yes","Yes",44,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",881,2629,"No","3-4 years"
"5957","5975-BAICR","Male","NO","Yes","Yes",30,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",906,1805,"No","2-3 years"
"5958","8019-ENHXU","Male","NO","Yes","No",37,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",1574,3532,"Yes","3-4 years"
"5959","5167-GBFRE","Male","YES","No","No",34,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",401,37,"Yes","2-3 years"
"5960","9033-EOXWV","Female","NO","No","No",4,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","One year","No","Mailed check",1092,6271,"Yes","0-1 year"
"5961","4673-KKSLS","Female","NO","No","No",25,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",1350,2368,"No","2-3 years"
"5962","4853-OITSN","Male","NO","Yes","No",45,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",1380,3522,"No","3-4 years"
"5963","9800-OUIGR","Male","NO","Yes","Yes",63,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",334,674,"No","5-6 years"
"5964","1324-NLTJE","Female","YES","No","No",7,"Yes","Yes","DSL","No","No","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",763,5811,"Yes","0-1 year"
"5965","2324-EFHVG","Male","NO","No","No",61,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",83,5313,"No","5-6 years"
"5966","7094-MSZAO","Male","NO","Yes","Yes",2,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",335,1793,"No","0-1 year"
"5967","1522-VVDMG","Male","NO","Yes","Yes",67,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",1392,4970,"Yes","5-6 years"
"5968","6907-CQGPN","Male","NO","No","No",22,"No","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check",484,12,"No","1-2 years"
"5969","0780-XNZFN","Male","NO","No","No",53,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",347,239,"No","4-5 years"
"5970","0239-OXEXL","Female","NO","No","No",41,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check",1284,3292,"No","3-4 years"
"5971","2675-IJRGJ","Male","NO","No","No",49,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",327,6496,"No","4-5 years"
"5972","7049-GKVZY","Female","NO","No","No",9,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","One year","No","Credit card (automatic)",1201,699,"No","0-1 year"
"5973","8577-QSOCG","Female","NO","Yes","Yes",32,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",338,5752,"No","2-3 years"
"5974","3721-CNZHX","Male","NO","No","No",7,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",330,2641,"No","0-1 year"
"5975","0212-ISBBF","Female","NO","No","No",15,"No","No","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",688,195,"No","1-2 years"
"5976","9185-TQCVP","Male","NO","Yes","No",6,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",1302,268,"Yes","0-1 year"
"5977","3585-YNADK","Female","NO","Yes","No",53,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",1103,3710,"No","4-5 years"
"5978","5271-DBYSJ","Male","YES","No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",1187,6121,"No","0-1 year"
"5979","1099-GODLO","Female","NO","Yes","Yes",1,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",341,1613,"No","0-1 year"
"5980","6828-HMKWP","Male","NO","Yes","Yes",4,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",355,2267,"No","0-1 year"
"5981","5567-WSELE","Male","YES","Yes","No",23,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",1484,2418,"Yes","1-2 years"
"5982","1472-TNCWL","Male","NO","No","Yes",30,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",1486,3047,"No","2-3 years"
"5983","8063-RJYNF","Male","NO","No","No",8,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",1477,880,"Yes","0-1 year"
"5984","0687-ZVTHB","Male","NO","Yes","Yes",62,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","One year","No","Credit card (automatic)",1064,3940,"Yes","5-6 years"
"5985","2080-GKCWQ","Male","NO","No","No",12,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",1110,926,"No","0-1 year"
"5986","9661-ACXBS","Female","NO","No","No",37,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99,3752,"Yes","3-4 years"
"5987","2193-SFWQW","Male","NO","Yes","Yes",70,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",223,6034,"No","5-6 years"
"5988","5656-JAMLX","Male","NO","No","No",59,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",331,463,"No","4-5 years"
"5989","3462-BJQQA","Female","NO","No","No",56,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",1392,4584,"No","4-5 years"
"5990","0442-TDYUO","Male","NO","Yes","No",43,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",335,75,"No","3-4 years"
"5991","6733-LRIZX","Male","NO","No","No",29,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",169,3443,"No","2-3 years"
"5992","9503-XJUME","Male","NO","No","Yes",48,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",327,6386,"No","3-4 years"
"5993","4367-NHWMM","Female","NO","No","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",395,2045,"No","0-1 year"
"5994","3727-RJMEO","Male","NO","Yes","No",56,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",1257,3910,"Yes","4-5 years"
"5995","3779-OSWCF","Female","NO","Yes","No",69,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",1456,5210,"No","5-6 years"
"5996","6736-DHUQI","Female","NO","Yes","Yes",64,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",1295,4633,"No","5-6 years"
"5997","3915-ODIYG","Male","YES","No","No",57,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","One year","Yes","Electronic check",1053,3713,"No","4-5 years"
"5998","1360-RCYRT","Male","NO","Yes","Yes",16,"No","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",456,5363,"No","1-2 years"
"5999","2724-FJDYW","Male","NO","No","Yes",33,"No","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",760,1811,"No","2-3 years"
"6000","4451-RWASJ","Male","NO","Yes","Yes",7,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",324,2028,"No","0-1 year"
"6001","6646-VRFOL","Male","YES","Yes","No",49,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",72,4552,"Yes","4-5 years"
"6002","3460-TJBWI","Male","NO","Yes","Yes",17,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",381,4973,"No","1-2 years"
"6003","5917-HBSDW","Female","NO","Yes","Yes",31,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",321,5396,"No","2-3 years"
"6004","5685-IIXLY","Female","NO","Yes","Yes",45,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",1271,3454,"Yes","3-4 years"
"6005","5671-UUNXD","Female","YES","Yes","No",46,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check",14,4347,"No","3-4 years"
"6006","0956-ACVZC","Female","NO","No","No",50,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",1474,4282,"No","4-5 years"
"6007","2325-NBPZG","Female","NO","No","No",23,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",1102,1964,"No","1-2 years"
"6008","4250-ZBWLV","Male","NO","No","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","No","Electronic check",160,5614,"Yes","5-6 years"
"6009","4482-FTFFX","Male","NO","No","No",45,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",786,2515,"No","3-4 years"
"6010","8859-DZTGQ","Male","NO","No","No",27,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",341,5435,"No","2-3 years"
"6011","0440-MOGPM","Female","NO","No","No",36,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",1215,2839,"No","2-3 years"
"6012","0020-JDNXP","Female","NO","Yes","Yes",28,"No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Mailed check",872,1602,"No","2-3 years"
"6013","3752-CQSJI","Female","NO","Yes","Yes",5,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",343,2193,"No","0-1 year"
"6014","5025-GOOKI","Female","NO","No","No",13,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",312,3003,"No","1-2 years"
"6015","4698-KVLLG","Female","YES","No","No",47,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",326,6479,"No","3-4 years"
"6016","5095-AESKG","Female","NO","Yes","No",23,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",1427,2067,"Yes","1-2 years"
"6017","2887-JPYLU","Female","NO","No","Yes",36,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",614,1402,"No","2-3 years"
"6018","4770-QAZXN","Female","NO","No","No",5,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",323,1954,"No","0-1 year"
"6019","4896-CPRPF","Male","NO","Yes","Yes",29,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",406,6052,"No","2-3 years"
"6020","1871-MOWRM","Male","NO","Yes","No",4,"Yes","No","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",1221,6258,"Yes","0-1 year"
"6021","9714-EDSUC","Male","NO","No","No",34,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",1490,3118,"No","2-3 years"
"6022","2027-OAQQC","Female","NO","No","No",38,"No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",662,1701,"Yes","3-4 years"
"6023","0282-NVSJS","Female","YES","Yes","Yes",4,"No","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",437,3077,"No","0-1 year"
"6024","9090-SGQXL","Male","YES","Yes","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101,5661,"Yes","5-6 years"
"6025","6595-YGXIT","Male","YES","No","No",18,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",1376,1934,"Yes","1-2 years"
"6026","7353-YOWFP","Female","NO","No","No",67,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",339,526,"No","5-6 years"
"6027","9835-ZIITK","Male","YES","Yes","No",63,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",205,5765,"Yes","5-6 years"
"6028","8008-ESFLK","Female","NO","Yes","No",49,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Electronic check",198,4809,"No","4-5 years"
"6029","7537-CBQUZ","Male","YES","No","No",60,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",177,5536,"No","4-5 years"
"6030","1555-DJEQW","Female","NO","Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",252,5882,"Yes","5-6 years"
"6031","5649-TJHOV","Male","YES","Yes","No",20,"No","No","DSL","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",518,68,"Yes","1-2 years"
"6032","0519-XUZJU","Female","NO","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",1034,5516,"Yes","0-1 year"
"6033","3363-EWLGO","Female","NO","No","No",45,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",333,177,"No","3-4 years"
"6034","4750-UKWJK","Female","YES","Yes","No",31,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",326,5651,"No","2-3 years"
"6035","6338-AVWCY","Male","NO","No","No",23,"No","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",550,551,"Yes","1-2 years"
"6036","1689-YQBYY","Female","NO","No","Yes",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",1143,6311,"No","0-1 year"
"6037","4487-ZYJZK","Female","NO","Yes","Yes",32,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",326,5842,"No","2-3 years"
"6038","2959-FENLU","Female","NO","No","No",72,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",1305,5925,"No","5-6 years"
"6039","0708-LGSMF","Male","NO","Yes","No",5,"Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",949,6332,"No","0-1 year"
"6040","9253-QXKBE","Male","YES","Yes","No",22,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",1481,2301,"Yes","1-2 years"
"6041","7634-HLQJR","Female","NO","Yes","Yes",42,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",335,34,"No","3-4 years"
"6042","0487-RPVUM","Male","NO","Yes","No",58,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","No","Month-to-month","No","Bank transfer (automatic)",1573,4874,"No","4-5 years"
"6043","4079-ULGFR","Male","NO","No","No",8,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",334,2389,"No","0-1 year"
"6044","2516-XSJKX","Female","NO","Yes","Yes",36,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Electronic check",1173,2716,"No","2-3 years"
"6045","0057-QBUQH","Female","NO","No","Yes",38,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Electronic check",399,137,"No","3-4 years"
"6046","9445-SZLCH","Female","NO","Yes","Yes",30,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",1536,2991,"Yes","2-3 years"
"6047","6599-SFQVE","Female","NO","No","No",56,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",763,2947,"No","4-5 years"
"6048","8331-ZXFOE","Female","NO","No","No",54,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",1041,3654,"No","4-5 years"
"6049","4003-FUSHP","Male","NO","No","No",11,"Yes","No","DSL","No","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",878,185,"No","0-1 year"
"6050","0356-ERHVT","Male","NO","Yes","No",3,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",628,4367,"No","0-1 year"
"6051","7325-ENZFI","Female","NO","No","No",33,"No","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",553,1105,"No","2-3 years"
"6052","4884-ZTHVF","Female","YES","No","No",71,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",1341,5592,"No","5-6 years"
"6053","3920-HIHMQ","Female","NO","No","Yes",19,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",671,484,"No","1-2 years"
"6054","3055-OYMSE","Female","YES","No","No",49,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",1087,3420,"No","4-5 years"
"6055","0613-WUXUM","Female","NO","Yes","Yes",68,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",318,737,"No","5-6 years"
"6056","7568-PODML","Male","NO","No","No",1,"No","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",616,3816,"Yes","0-1 year"
"6057","4458-KVRBJ","Male","NO","No","No",55,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",397,929,"No","4-5 years"
"6058","5349-IECLD","Male","NO","No","No",12,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",1491,1307,"Yes","0-1 year"
"6059","1397-XKKWR","Male","NO","No","No",67,"No","No","DSL","Yes","No","Yes","No","No","No","One year","No","Mailed check",500,2287,"No","5-6 years"
"6060","3945-GFWQL","Female","NO","No","Yes",4,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",601,4055,"Yes","0-1 year"
"6061","8097-OMULG","Male","NO","Yes","Yes",55,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",1145,3871,"No","4-5 years"
"6062","6013-BHCAW","Male","NO","Yes","Yes",58,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",1224,4209,"No","4-5 years"
"6063","0401-WDBXM","Male","NO","Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",106,5794,"No","5-6 years"
"6064","3387-PLKUI","Female","NO","Yes","Yes",5,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",310,2165,"No","0-1 year"
"6065","6096-EGVTU","Female","NO","Yes","Yes",61,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Mailed check",395,1050,"No","5-6 years"
"6066","3797-VTIDR","Male","NO","Yes","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",367,1940,"Yes","0-1 year"
"6067","5081-NWSUP","Female","NO","No","No",2,"Yes","No","DSL","No","Yes","No","Yes","No","Yes","One year","No","Mailed check",930,5410,"No","0-1 year"
"6068","2580-ATZSQ","Female","NO","Yes","Yes",62,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",874,3314,"No","5-6 years"
"6069","8085-MSNLK","Female","NO","Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",248,5437,"No","4-5 years"
"6070","9691-HKOVS","Female","NO","Yes","No",51,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",1400,4167,"No","4-5 years"
"6071","9881-VCZEP","Female","NO","Yes","No",18,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",745,672,"No","1-2 years"
"6072","9526-BIHHD","Male","NO","No","No",1,"No","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",444,2504,"Yes","0-1 year"
"6073","8757-TFHHJ","Male","NO","No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",677,4145,"No","0-1 year"
"6074","4523-WXCEF","Female","NO","Yes","No",55,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",23,4939,"Yes","4-5 years"
"6075","1468-DEFNC","Male","YES","Yes","Yes",61,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",385,984,"No","5-6 years"
"6076","5119-KEPFY","Male","NO","Yes","No",30,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",1492,2981,"No","2-3 years"
"6077","8364-TRMMK","Female","NO","No","No",23,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",694,924,"Yes","1-2 years"
"6078","0916-KNFAJ","Male","NO","Yes","No",58,"Yes","Yes","DSL","Yes","No","Yes","No","No","Yes","Two year","Yes","Mailed check",1017,3608,"No","4-5 years"
"6079","8319-QBEHW","Male","NO","No","Yes",19,"No","No","DSL","No","Yes","No","No","Yes","No","One year","Yes","Bank transfer (automatic)",546,47,"No","1-2 years"
"6080","3063-QFSZL","Female","NO","No","No",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",771,4563,"Yes","0-1 year"
"6081","8775-LHDJH","Female","YES","Yes","No",1,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",1409,6325,"Yes","0-1 year"
"6082","9625-QNLUX","Male","NO","Yes","Yes",65,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",61,5554,"No","5-6 years"
"6083","3097-NQYSN","Male","YES","Yes","No",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",1336,1006,"Yes","0-1 year"
